WORD,LANGUAGE_ID,SENTIMENT
"وِلِيّة","ar","-2"
"وابِل","ar","-1"
"واتِق","ar","2"
"واثِق","ar","2"
"واثق","ar","2"
"واسِع","ar","2"
"واصِل","ar","1"
"واضِح","ar","1"
"واعِد","ar","2"
"وافِر","ar","1"
"واقِعي","ar","1"
"يَأْس","ar","-2"
"يَأس","ar","-2"
"يَبْتَسِم","ar","2"
"يَبْخَل","ar","-2"
"يَتَبَوَّل","ar","-2"
"يَتَجاهَل","ar","-1"
"يَتَحَرَّش","ar","-2"
"يَتَخَصَّص","ar","1"
"يَتَدافَع","ar","-1"
"يَتَذَمَّر","ar","-2"
"يَتَرَهَّل","ar","-2"
"يَتَشابَك","ar","-1"
"يَتَكاسَل","ar","-1"
"يَتَلاعَب","ar","-1"
"يَتَمايَل","ar","-2"
"يَتَهَرَّب","ar","-1"
"يَتأخَّر","ar","-1"
"يَحُكّ","ar","-1"
"يَحْتَلّ","ar","-1"
"يَحْتال","ar","-2"
"يَخْرِب","ar","-2"
"يَخْسَر","ar","-2"
"يَخْشى","ar","-2"
"يَخْفُق","ar","-1"
"يَخْلِط","ar","-1"
"يَرْفُض","ar","-2"
"يَزَيِّف","ar","-2"
"يَزْدَري","ar","-1"
"يَسُدّ","ar","-2"
"يَسْتَخِفّ","ar","-2"
"يَسْتَمني","ar","-3"
"يَسْحَق","ar","-2"
"يَشْجُب","ar","-2"
"يَشْمَل","ar","1"
"يَصْرُخ","ar","-2"
"يَصْرِف","ar","-1"
"يَعْرُج","ar","-1"
"يَعْمَل","ar","2"
"يَغْزو","ar","-1"
"يَغْمُر","ar","-2"
"يَفْصِل","ar","-1"
"يَقِظ","ar","1"
"يَقْتُل","ar","-3"
"يَقْرُص","ar","-2"
"يَقْلَق","ar","-2"
"يَكْره","ar","-2"
"يَكْشِف","ar","-1"
"يَلْمَع","ar","1"
"يَمْتَنِع","ar","-2"
"يَنْتَظِر","ar","-1"
"يَنْجَح","ar","2"
"يَنْزَلِق","ar","-2"
"يَنوح","ar","-2"
"يَهْزِم","ar","-2"
"يَهْزأ","ar","-1"
"يُبَدِّد","ar","-2"
"يُبَسِّط","ar","2"
"يُبَعْثِر","ar","-1"
"يُبالِغ","ar","-2"
"يُجَدِّد","ar","2"
"يُحَجِّر","ar","-2"
"يُحَذِّر","ar","-1"
"يُحَرِّف","ar","-2"
"يُحَيِّر","ar","-2"
"يُحِبّ","ar","2"
"يُحْزِن","ar","-2"
"يُحْيي","ar","1"
"يُخَرِّب","ar","-2"
"يُخَلِّص","ar","-1"
"يُخْنُق","ar","-2"
"يُدَمِّر","ar","-2"
"يُرْبِك","ar","-2"
"يُرْضي","ar","2"
"يُرْعِب","ar","-2"
"يُرْفُض","ar","-2"
"يُريح","ar","1"
"يُزَكّي","ar","2"
"يُزْغُر","ar","-1"
"يُزيد","ar","2"
"يُسَرِّب","ar","-2"
"يُسَيْطِر","ar","-2"
"يُشَوِّه","ar","-1"
"يُضَلِّل","ar","-2"
"يُضايِق","ar","-2"
"يُطابِق","ar","1"
"يُعَذِّب","ar","-3"
"يُعَطِّل","ar","-2"
"يُعْجَب","ar","2"
"يُعْرُج","ar","-1"
"يُعارِض","ar","-1"
"يُغْضِب","ar","-3"
"يُفَوِّت","ar","-2"
"يُفْسِد","ar","-2"
"يُقَيِّد","ar","-1"
"يُقْرُص","ar","-2"
"يُقاطِع","ar","-1"
"يُكافِح","ar","-1"
"يُلَطِّخ","ar","-2"
"يُلَطِّف","ar","1"
"يُلْقي","ar","-1"
"يُمَزِّق","ar","-2"
"يُمَيِّز","ar","-2"
"يُنَظِّم","ar","1"
"يُنَقِّي","ar","2"
"يُنْبُض","ar","-1"
"يُنْصُب","ar","-2"
"يُنْقِذ","ar","1"
"يُنْكُش","ar","-2"
"يُنْهِك","ar","-2"
"يُنوَّر","ar","1"
"يُنير","ar","2"
"يُهَدِّد","ar","-2"
"يُهْرُش","ar","-1"
"يُهْمِل","ar","-2"
"يُهجُر","ar","-1"
"يُهين","ar","-2"
"يِأخَّر","ar","-2"
"يِألِّس","ar","-1"
"يِبَدِّد","ar","-2"
"يِبَسَّط","ar","2"
"يِبَعْتَر","ar","-2"
"يِبَقَّع","ar","-2"
"يِبَوَّظ","ar","-2"
"يِبَيِّن","ar","1"
"يِبْتَزّ","ar","-2"
"يِبْتِسِم","ar","2"
"يِبْتِلي","ar","-2"
"يِبْخَل","ar","-2"
"يِبْسِط","ar","2"
"يِبْعَج","ar","-2"
"يِبْعِد","ar","-1"
"يِبْهِر","ar","2"
"يِبارِك","ar","2"
"يِبالِغ","ar","-2"
"يِتَّهِم","ar","-2"
"يِتَهْتِه","ar","-2"
"يِتَوِّه","ar","-2"
"يِتْأخَّر","ar","-1"
"يِتْجاهَل","ar","-2"
"يِتْحَدّى","ar","-1"
"يِتْخَصَّص","ar","1"
"يِتْخانِق","ar","-2"
"يِتْدَهْوَر","ar","-2"
"يِتْرَدِّد","ar","-2"
"يِتْرَهِّل","ar","-2"
"يِتْزَحْلَق","ar","-2"
"يِتْسَرْسِب","ar","-2"
"يِتْفَتَّح","ar","1"
"يِتْفَتِّت","ar","-1"
"يِتْفَرفِت","ar","-1"
"يِتْفَوَّق","ar","3"
"يِتْفادى","ar","-1"
"يِتْقَبِّل","ar","1"
"يِتْقَدَّر","ar","2"
"يِتْكاسِل","ar","-1"
"يِتْلاعَب","ar","-1"
"يِتْهَرَّب","ar","-1"
"يِتفادى","ar","-2"
"يِتير","ar","2"
"يِجَدِّد","ar","2"
"يِجَنِّن","ar","2"
"يِجادِل","ar","-2"
"يِحَجَّر","ar","-2"
"يِحَدِّف","ar","-1"
"يِحَسِّن","ar","2"
"يِحَقَّق","ar","2"
"يِحَيَّر","ar","-2"
"يِحِبّ","ar","2"
"يِحْبِط","ar","-2"
"يِحْتَرِم","ar","2"
"يِحْتَلّ","ar","-1"
"يِحْرَق","ar","-2"
"يِحْرِج","ar","-2"
"يِحيي","ar","1"
"يِخَرَّب","ar","-2"
"يِخَلَّص","ar","-1"
"يِخَوِّف","ar","-1"
"يِخَيِّب","ar","-2"
"يِخْبَط","ar","-2"
"يِخْتِفي","ar","-1"
"يِخْتِلِف","ar","-1"
"يِخْدَع","ar","-2"
"يِخْرِب","ar","-3"
"يِخْسَر","ar","-2"
"يِخْلِط","ar","-1"
"يِخاف","ar","-2"
"يِخون","ar","-2"
"يِدَلَّع","ar","-2"
"يِدَمَّر","ar","-2"
"يِذِلّ","ar","-2"
"يِرَخَّص","ar","-2"
"يِرَيَّح","ar","1"
"يِرْبِك","ar","-2"
"يِرْعِب","ar","-2"
"يِرْمي","ar","-1"
"يِزَعَّل","ar","-2"
"يِزَهَّق","ar","-2"
"يِزَوِّد","ar","2"
"يِزَيَّق","ar","-2"
"يِزْحَف","ar","-1"
"يِزْحِم","ar","-1"
"يِزْعِج","ar","-2"
"يِسَرَّب","ar","-2"
"يِسَقَّف","ar","2"
"يِسَلّي","ar","2"
"يِسَهِّل","ar","1"
"يِسَوَّأ","ar","-2"
"يِسَيْطِر","ar","-2"
"يِسِدّ","ar","-2"
"يِسْتَغِلّ","ar","-2"
"يِسْتَمْتَع","ar","2"
"يِشَجِّع","ar","1"
"يِشَوِّه","ar","-2"
"يِشَوِّه","ar","-2"
"يِشُخّ","ar","-2"
"يِشِدّ","ar","2"
"يِشْتِكي","ar","-2"
"يِشْتِم","ar","-2"
"يِصْدِم","ar","-3"
"يِصْعَق","ar","-2"
"يِضَيَّق","ar","-1"
"يِضْعِف","ar","-2"
"يِضايِق","ar","-2"
"يِطْعَن","ar","-2"
"يِطابِق","ar","1"
"يِعَدّي","ar","2"
"يِعَذِّب","ar","-3"
"يِعَصَّب","ar","-2"
"يِعَطَّل","ar","-2"
"يِعَقَّد","ar","-2"
"يِعَيَّط","ar","-2"
"يِعادي","ar","-2"
"يِعارِض","ar","-1"
"يِعوز","ar","1"
"يِغِشّ","ar","-2"
"يِفَرَّح","ar","2"
"يِفَرَّق","ar","-2"
"يِفَرْفِت","ar","-2"
"يِفَعَّص","ar","-2"
"يِفَوِّت","ar","-2"
"يِفْشَل","ar","-2"
"يِفْصِل","ar","-1"
"يِفاصِل","ar","2"
"يِقَدَّر","ar","2"
"يِقَضّي","ar","1"
"يِقَطَّع","ar","-2"
"يِقَيِّد","ar","-1"
"يِقْتُل","ar","-3"
"يِقْرِف","ar","-2"
"يِقْطَع","ar","-1"
"يِقْلِق","ar","-2"
"يِقاطِع","ar","-2"
"يِكَعْبِل","ar","-1"
"يِكَلْكَع","ar","-1"
"يِكْره","ar","-2"
"يِكْسَر","ar","-1"
"يِكْسِف","ar","-2"
"يِكْشِف","ar","-1"
"يِكْيب","ar","-2"
"يِكافِح","ar","-1"
"يِلَخْبَط","ar","-2"
"يِلَطَّف","ar","1"
"يِلِحّ","ar","-2"
"يِلْعَب","ar","-1"
"يِلْعَن","ar","-2"
"يِلْغي","ar","-1"
"يِلْمَع","ar","1"
"يِلْهي","ar","-2"
"يِمْتِنِع","ar","-2"
"يِموت","ar","-3"
"يِنَرْفِز","ar","-2"
"يِنَرفِز","ar","-3"
"يِنَظَّم","ar","1"
"يِنْتِقِد","ar","-2"
"يِنْجَح","ar","2"
"يِنْزِف","ar","-1"
"يِنْفِجِر","ar","-2"
"يِنْقِذ","ar","1"
"يِنْهِك","ar","-2"
"يِناقِض","ar","-2"
"يِنيك","ar","-3"
"يِهَدِّد","ar","-2"
"يِهَدّي","ar","1"
"يِهَنِّج","ar","-2"
"يِهَنّي","ar","2"
"يِهْتَمّ","ar","2"
"يِهْزِم","ar","-2"
"يِهْمِل","ar","-2"
"يِهاجِم","ar","-2"
"يِهاك","ar","-1"
"يِهين","ar","-2"
"يِوافِق","ar","2"
"يالَلْقَرَف","ar","-2"
"يايس","ar","-2"
"يائس","ar","-2"
"يأخَّر","ar","-2"
"يأس","ar","-2"
"يلوم","ar","-1"
"يوضِح","ar","2"
"يؤمِّن","ar","2"
"سَعِيد","ar","2"
"فَرَح","ar","2"
"أَسْعَد","ar","1"
"أَلَم","ar","-2"
"جَيِّد","ar","1"
"رَدِيء","ar","-1"
"رَهِيب","ar","-1"
"سَيِّء","ar","-2"
"صَدَّق","ar","1"
"ٱِكْتِظاظ","ar","-1"
"مُتَفائِل","ar","2"
"مُرِيح","ar","1"
"مُزْدَحِم","ar","-1"
"وَفَّر","ar","1"
"أَحْسَن","ar","2"
"إِزْعاج","ar","-2"
"بَطِيء","ar","-2"
"تَأْخِير","ar","-2"
"تَحَسُّن","ar","2"
"تَحْسِين","ar","2"
"تَوافَق","ar","2"
"ٱِحْتَرَم","ar","2"
"حُسْن","ar","2"
"خاطِئ","ar","-2"
"رائِع","ar","2"
"ساء","ar","-2"
"ساعَد","ar","2"
"ٱِسْتاء","ar","-2"
"سَهَّل","ar","2"
"سُوء","ar","-2"
"شَكَر","ar","2"
"شَكْوَى","ar","-2"
"صَعُب","ar","-2"
"ضَعُف","ar","-2"
"عانَى","ar","-2"
"عَدَم","ar","-2"
"مُتَمَيِّز","ar","2"
"مَرْفُوض","ar","-2"
"مُشْكِلَة","ar","-2"
"مِيزَة","ar","2"
"هائِل","ar","2"
"واقِعَة","ar","-2"
"وَثِق-َِ","ar","2"
"وَهَى","ar","-2"
"أَحَبّ","ar","2"
"أَفْضَل","ar","2"
"إِلْغاء","ar","-2"
"تَأَخَّر","ar","-2"
"خَطَأ","ar","-2"
"شُكْر","ar","2"
"شكراا","ar","2"
"شكراااااا","ar","2"
"شكرااااااااا","ar","2"
"شكراااااااااااااااا","ar","2"
"قَدْ","ar","-2"
"كَلَّف","ar","-2"
"مُشْكِل","ar","-2"
"مُفِيد","ar","2"
"قَدَّر","ar","2"
